sim_time,foot_z,leg_q,leg_qdot,spring_force,phase
1.952999949,0.750291705,0.000000000,0.000000000,0.000000000,AERIAL
1.953999996,0.750272095,0.000000000,-0.000000000,0.000000000,AERIAL
1.955000043,0.750242710,0.000000000,0.000000000,0.000000000,AERIAL
1.955999970,0.750203490,0.000000000,0.000000000,0.000000000,AERIAL
1.957000017,0.750154495,0.000000000,-0.000000000,0.000000000,AERIAL
1.957999945,0.750095725,0.000000000,0.000000000,0.000000000,AERIAL
1.958999991,0.750027120,0.000000000,-0.000000000,0.000000000,AERIAL
1.960000038,0.749948680,0.000000000,0.000000000,0.000000000,AERIAL
1.960999966,0.749860525,0.000000000,-0.000000000,0.000000000,AERIAL
1.962000012,0.749762475,0.000000000,0.000000000,0.000000000,AERIAL
1.963000059,0.749654710,0.000000000,-0.000000000,0.000000000,AERIAL
1.963999987,0.749537110,0.000000000,0.000000000,0.000000000,AERIAL
1.965000033,0.749409676,0.000000000,-0.000000000,0.000000000,AERIAL
1.965999961,0.749272525,0.000000000,0.000000000,0.000000000,AERIAL
1.967000008,0.749125481,0.000000000,-0.000000000,0.000000000,AERIAL
1.968000054,0.748968720,0.000000000,0.000000000,0.000000000,AERIAL
1.968999982,0.748802125,0.000000000,-0.000000000,0.000000000,AERIAL
1.970000029,0.748625696,0.000000000,0.000000000,0.000000000,AERIAL
1.970999956,0.748439491,0.000000000,-0.000000000,0.000000000,AERIAL
1.972000003,0.748243511,0.000000000,0.000000000,0.000000000,AERIAL
1.973000050,0.748037696,0.000000000,-0.000000000,0.000000000,AERIAL
1.973999977,0.747822106,0.000000000,0.000000000,0.000000000,AERIAL
1.975000024,0.747596681,0.000000000,-0.000000000,0.000000000,AERIAL
1.975999951,0.747361481,0.000000000,0.000000000,0.000000000,AERIAL
1.976999998,0.747116506,0.000000000,-0.000000000,0.000000000,AERIAL
1.978000045,0.746861696,0.000000000,0.000000000,0.000000000,AERIAL
1.978999972,0.746597111,0.000000000,-0.000000000,0.000000000,AERIAL
1.980000019,0.746322691,0.000000000,0.000000000,0.000000000,AERIAL
1.980999947,0.746038496,0.000000000,-0.000000000,0.000000000,AERIAL
1.981999993,0.745744526,0.000000000,0.000000000,0.000000000,AERIAL
1.983000040,0.745440722,0.000000000,-0.000000000,0.000000000,AERIAL
1.983999968,0.745127082,0.000000000,0.000000000,0.000000000,AERIAL
1.985000014,0.744803727,0.000000000,-0.000000000,0.000000000,AERIAL
1.985999942,0.744470477,0.000000000,0.000000000,0.000000000,AERIAL
1.986999989,0.744127512,0.000000000,-0.000000000,0.000000000,AERIAL
1.988000035,0.743774712,0.000000000,0.000000000,0.000000000,AERIAL
1.988999963,0.743412077,0.000000000,-0.000000000,0.000000000,AERIAL
1.990000010,0.743039727,0.000000000,0.000000000,0.000000000,AERIAL
1.991000056,0.742657483,0.000000000,-0.000000000,0.000000000,AERIAL
1.991999984,0.742265522,0.000000000,0.000000000,0.000000000,AERIAL
1.993000031,0.741863728,0.000000000,-0.000000000,0.000000000,AERIAL
1.993999958,0.741452098,0.000000000,0.000000000,0.000000000,AERIAL
1.995000005,0.741030693,0.000000000,-0.000000000,0.000000000,AERIAL
1.996000051,0.740599513,0.000000000,0.000000000,0.000000000,AERIAL
1.996999979,0.740158498,0.000000000,-0.000000000,0.000000000,AERIAL
1.998000026,0.739707708,0.000000000,0.000000000,0.000000000,AERIAL
1.998999953,0.739247084,0.000000000,-0.000000000,0.000000000,AERIAL
2.000000000,0.738776684,0.000000000,0.000000000,0.000000000,AERIAL
2.000999928,0.738296509,0.000000000,-0.000000000,0.000000000,AERIAL
2.002000093,0.737806499,0.000000000,0.000000000,0.000000000,AERIAL
2.003000021,0.737306714,0.000000000,-0.000000000,0.000000000,AERIAL
2.003999949,0.736797094,0.000000000,0.000000000,0.000000000,AERIAL
2.005000114,0.736277699,0.000000000,-0.000000000,0.000000000,AERIAL
2.006000042,0.735748529,0.000000000,0.000000000,0.000000000,AERIAL
2.006999969,0.735209525,0.000000000,-0.000000000,0.000000000,AERIAL
2.007999897,0.734660685,0.000000000,0.000000000,0.000000000,AERIAL
2.009000063,0.734102130,0.000000000,-0.000000000,0.000000000,AERIAL
2.009999990,0.733533680,0.000000000,0.000000000,0.000000000,AERIAL
2.010999918,0.732955515,0.000000000,-0.000000000,0.000000000,AERIAL
2.012000084,0.732367516,0.000000000,0.000000000,0.000000000,AERIAL
2.013000011,0.731769681,0.000000000,-0.000000000,0.000000000,AERIAL
2.013999939,0.731162131,0.000000000,0.000000000,0.000000000,AERIAL
2.015000105,0.730544686,0.000000000,-0.000000000,0.000000000,AERIAL
2.016000032,0.729917526,0.000000000,0.000000000,0.000000000,AERIAL
2.016999960,0.729280531,0.000000000,-0.000000000,0.000000000,AERIAL
2.017999887,0.728633702,0.000000000,0.000000000,0.000000000,AERIAL
2.019000053,0.727977097,0.000000000,-0.000000000,0.000000000,AERIAL
2.019999981,0.727310717,0.000000000,0.000000000,0.000000000,AERIAL
2.020999908,0.726634502,0.000000000,-0.000000000,0.000000000,AERIAL
2.022000074,0.725948513,0.000000000,0.000000000,0.000000000,AERIAL
2.023000002,0.725252688,0.000000000,-0.000000000,0.000000000,AERIAL
2.023999929,0.724547088,0.000000000,0.000000000,0.000000000,AERIAL
2.025000095,0.723831713,0.000000000,-0.000000000,0.000000000,AERIAL
2.026000023,0.723106503,0.000000000,0.000000000,0.000000000,AERIAL
2.026999950,0.722371519,0.000000000,-0.000000000,0.000000000,AERIAL
2.028000116,0.721626699,0.000000000,0.000000000,0.000000000,AERIAL
2.029000044,0.720872104,0.000000000,-0.000000000,0.000000000,AERIAL
2.029999971,0.720107675,0.000000000,0.000000000,0.000000000,AERIAL
2.030999899,0.719333529,0.000000000,-0.000000000,0.000000000,AERIAL
2.032000065,0.718549490,0.000000000,0.000000000,0.000000000,AERIAL
2.032999992,0.717755675,0.000000000,-0.000000000,0.000000000,AERIAL
2.033999920,0.716952085,0.000000000,0.000000000,0.000000000,AERIAL
2.035000086,0.716138721,0.000000000,-0.000000000,0.000000000,AERIAL
2.036000013,0.715315521,0.000000000,0.000000000,0.000000000,AERIAL
2.036999941,0.714482486,0.000000000,-0.000000000,0.000000000,AERIAL
2.038000107,0.713639677,0.000000000,0.000000000,0.000000000,AERIAL
2.039000034,0.712787092,0.000000000,-0.000000000,0.000000000,AERIAL
2.039999962,0.711924732,0.000000000,0.000000000,0.000000000,AERIAL
2.040999889,0.711052477,0.000000000,-0.000000000,0.000000000,AERIAL
2.042000055,0.710170507,0.000000000,0.000000000,0.000000000,AERIAL
2.042999983,0.709278703,0.000000000,-0.000000000,0.000000000,AERIAL
2.043999910,0.708377123,0.000000000,0.000000000,0.000000000,AERIAL
2.045000076,0.707465708,0.000000000,-0.000000000,0.000000000,AERIAL
2.046000004,0.706544518,0.000000000,0.000000000,0.000000000,AERIAL
2.046999931,0.705613494,0.000000000,-0.000000000,0.000000000,AERIAL
2.048000097,0.704672694,0.000000000,0.000000000,0.000000000,AERIAL
2.049000025,0.703722119,0.000000000,-0.000000000,0.000000000,AERIAL
2.049999952,0.702761710,0.000000000,0.000000000,0.000000000,AERIAL
2.051000118,0.701791525,0.000000000,-0.000000000,0.000000000,AERIAL
2.052000046,0.700811505,0.000000000,0.000000000,0.000000000,AERIAL
2.052999973,0.699821711,0.000000000,-0.000000000,0.000000000,AERIAL
2.053999901,0.698822081,0.000000000,0.000000000,0.000000000,AERIAL
2.055000067,0.697812676,0.000000000,-0.000000000,0.000000000,AERIAL
2.055999994,0.696793497,0.000000000,0.000000000,0.000000000,AERIAL
2.056999922,0.695764482,0.000000000,-0.000000000,0.000000000,AERIAL
2.058000088,0.694725692,0.000000000,0.000000000,0.000000000,AERIAL
2.059000015,0.693677127,0.000000000,-0.000000000,0.000000000,AERIAL
2.059999943,0.692618728,0.000000000,0.000000000,0.000000000,AERIAL
2.061000109,0.691550493,0.000000000,-0.000000000,0.000000000,AERIAL
2.062000036,0.690472484,0.000000000,0.000000000,0.000000000,AERIAL
2.062999964,0.689384699,0.000000000,-0.000000000,0.000000000,AERIAL
2.063999891,0.688287079,0.000000000,0.000000000,0.000000000,AERIAL
2.065000057,0.687179685,0.000000000,-0.000000000,0.000000000,AERIAL
2.065999985,0.686062515,0.000000000,0.000000000,0.000000000,AERIAL
2.066999912,0.684935510,0.000000000,-0.000000000,0.000000000,AERIAL
2.068000078,0.683798730,0.000000000,0.000000000,0.000000000,AERIAL
2.069000006,0.682652116,0.000000000,-0.000000000,0.000000000,AERIAL
2.069999933,0.681495726,0.000000000,0.000000000,0.000000000,AERIAL
2.071000099,0.680329502,0.000000000,-0.000000000,0.000000000,AERIAL
2.072000027,0.679153502,0.000000000,0.000000000,0.000000000,AERIAL
2.072999954,0.677967727,0.000000000,-0.000000000,0.000000000,AERIAL
2.073999882,0.676772118,0.000000000,0.000000000,0.000000000,AERIAL
2.075000048,0.675566673,0.000000000,-0.000000000,0.000000000,AERIAL
2.075999975,0.674351513,0.000000000,0.000000000,0.000000000,AERIAL
2.076999903,0.673126519,0.000000000,-0.000000000,0.000000000,AERIAL
2.078000069,0.671891689,0.000000000,0.000000000,0.000000000,AERIAL
2.078999996,0.670647085,0.000000000,-0.000000000,0.000000000,AERIAL
2.079999924,0.669392705,0.000000000,0.000000000,0.000000000,AERIAL
2.081000090,0.668128490,0.000000000,-0.000000000,0.000000000,AERIAL
2.082000017,0.666854501,0.000000000,0.000000000,0.000000000,AERIAL
2.082999945,0.665570676,0.000000000,-0.000000000,0.000000000,AERIAL
2.084000111,0.664277077,0.000000000,0.000000000,0.000000000,AERIAL
2.085000038,0.662973702,0.000000000,-0.000000000,0.000000000,AERIAL
2.085999966,0.661660492,0.000000000,0.000000000,0.000000000,AERIAL
2.086999893,0.660337508,0.000000000,-0.000000000,0.000000000,AERIAL
2.088000059,0.659004688,0.000000000,0.000000000,0.000000000,AERIAL
2.088999987,0.657662094,0.000000000,-0.000000000,0.000000000,AERIAL
2.089999914,0.656309724,0.000000000,0.000000000,0.000000000,AERIAL
2.091000080,0.654947519,0.000000000,-0.000000000,0.000000000,AERIAL
2.092000008,0.653575480,0.000000000,0.000000000,0.000000000,AERIAL
2.092999935,0.652193725,0.000000000,-0.000000000,0.000000000,AERIAL
2.094000101,0.650802076,0.000000000,0.000000000,0.000000000,AERIAL
2.095000029,0.649400711,0.000000000,-0.000000000,0.000000000,AERIAL
2.095999956,0.647989511,0.000000000,0.000000000,0.000000000,AERIAL
2.096999884,0.646568477,0.000000000,-0.000000000,0.000000000,AERIAL
2.098000050,0.645137727,0.000000000,0.000000000,0.000000000,AERIAL
2.098999977,0.643697083,0.000000000,-0.000000000,0.000000000,AERIAL
2.099999905,0.642246723,0.000000000,0.000000000,0.000000000,AERIAL
2.101000071,0.640786529,0.000000000,-0.000000000,0.000000000,AERIAL
2.101999998,0.639316499,0.000000000,0.000000000,0.000000000,AERIAL
2.102999926,0.637836695,0.000000000,-0.000000000,0.000000000,AERIAL
2.104000092,0.636347115,0.000000000,0.000000000,0.000000000,AERIAL
2.105000019,0.634847701,0.000000000,-0.000000000,0.000000000,AERIAL
2.105999947,0.633338511,0.000000000,0.000000000,0.000000000,AERIAL
2.107000113,0.631819487,0.000000000,-0.000000000,0.000000000,AERIAL
2.108000040,0.630290687,0.000000000,0.000000000,0.000000000,AERIAL
2.108999968,0.628752112,0.000000000,-0.000000000,0.000000000,AERIAL
2.109999895,0.627203703,0.000000000,0.000000000,0.000000000,AERIAL
2.111000061,0.625645518,0.000000000,-0.000000000,0.000000000,AERIAL
2.111999989,0.624077499,0.000000000,0.000000000,0.000000000,AERIAL
2.112999916,0.622499704,0.000000000,-0.000000000,0.000000000,AERIAL
2.114000082,0.620912075,0.000000000,0.000000000,0.000000000,AERIAL
2.115000010,0.619314730,0.000000000,-0.000000000,0.000000000,AERIAL
2.115999937,0.617707491,0.000000000,0.000000000,0.000000000,AERIAL
2.117000103,0.616090477,0.000000000,-0.000000000,0.000000000,AERIAL
2.118000031,0.614463687,0.000000000,0.000000000,0.000000000,AERIAL
2.118999958,0.612827122,0.000000000,-0.000000000,0.000000000,AERIAL
2.119999886,0.611180723,0.000000000,0.000000000,0.000000000,AERIAL
2.121000051,0.609524488,0.000000000,-0.000000000,0.000000000,AERIAL
2.121999979,0.607858479,0.000000000,0.000000000,0.000000000,AERIAL
2.122999907,0.606182694,0.000000000,-0.000000000,0.000000000,AERIAL
2.124000072,0.604497075,0.000000000,0.000000000,0.000000000,AERIAL
2.125000000,0.602801681,0.000000000,-0.000000000,0.000000000,AERIAL
2.125999928,0.601096511,0.000000000,0.000000000,0.000000000,AERIAL
2.127000093,0.599381506,0.000000000,-0.000000000,0.000000000,AERIAL
2.128000021,0.597656727,0.000000000,0.000000000,0.000000000,AERIAL
2.128999949,0.595922112,0.000000000,-0.000000000,0.000000000,AERIAL
2.130000114,0.594177723,0.000000000,0.000000000,0.000000000,AERIAL
2.131000042,0.592423499,0.000000000,-0.000000000,0.000000000,AERIAL
2.131999969,0.590659499,0.000000000,0.000000000,0.000000000,AERIAL
2.132999897,0.588885725,0.000000000,-0.000000000,0.000000000,AERIAL
2.134000063,0.587102115,0.000000000,0.000000000,0.000000000,AERIAL
2.134999990,0.585308731,0.000000000,-0.000000000,0.000000000,AERIAL
2.135999918,0.583505511,0.000000000,0.000000000,0.000000000,AERIAL
2.137000084,0.581692517,0.000000000,-0.000000000,0.000000000,AERIAL
2.138000011,0.579869688,0.000000000,0.000000000,0.000000000,AERIAL
2.138999939,0.578037083,0.000000000,-0.000000000,0.000000000,AERIAL
2.140000105,0.576194704,0.000000000,0.000000000,0.000000000,AERIAL
2.141000032,0.574342489,0.000000000,-0.000000000,0.000000000,AERIAL
2.141999960,0.572480500,0.000000000,0.000000000,0.000000000,AERIAL
2.142999887,0.570608675,0.000000000,-0.000000000,0.000000000,AERIAL
2.144000053,0.568727076,0.000000000,0.000000000,0.000000000,AERIAL
2.144999981,0.566835701,0.000000000,-0.000000000,0.000000000,AERIAL
2.145999908,0.564934492,0.000000000,0.000000000,0.000000000,AERIAL
2.147000074,0.563023508,0.000000000,-0.000000000,0.000000000,AERIAL
2.148000002,0.561102688,0.000000000,0.000000000,0.000000000,AERIAL
2.148999929,0.559172094,0.000000000,-0.000000000,0.000000000,AERIAL
2.150000095,0.557231724,0.000000000,0.000000000,0.000000000,AERIAL
2.151000023,0.555281520,0.000000000,-0.000000000,0.000000000,AERIAL
2.151999950,0.553321481,0.000000000,0.000000000,0.000000000,AERIAL
2.153000116,0.551351726,0.000000000,-0.000000000,0.000000000,AERIAL
2.154000044,0.549372077,0.000000000,0.000000000,0.000000000,AERIAL
2.154999971,0.547382712,0.000000000,-0.000000000,0.000000000,AERIAL
2.155999899,0.545383513,0.000000000,0.000000000,0.000000000,AERIAL
2.157000065,0.543374479,0.000000000,-0.000000000,0.000000000,AERIAL
2.157999992,0.541355729,0.000000000,0.000000000,0.000000000,AERIAL
2.158999920,0.539327085,0.000000000,-0.000000000,0.000000000,AERIAL
2.160000086,0.537288725,0.000000000,0.000000000,0.000000000,AERIAL
2.161000013,0.535240531,0.000000000,-0.000000000,0.000000000,AERIAL
2.161999941,0.533182502,0.000000000,0.000000000,0.000000000,AERIAL
2.163000107,0.531114697,0.000000000,-0.000000000,0.000000000,AERIAL
2.164000034,0.529037118,0.000000000,0.000000000,0.000000000,AERIAL
2.164999962,0.526949704,0.000000000,-0.000000000,0.000000000,AERIAL
2.165999889,0.524852514,0.000000000,0.000000000,0.000000000,AERIAL
2.167000055,0.522745490,0.000000000,-0.000000000,0.000000000,AERIAL
2.167999983,0.520628691,0.000000000,0.000000000,0.000000000,AERIAL
2.168999910,0.518502116,0.000000000,-0.000000000,0.000000000,AERIAL
2.170000076,0.516365707,0.000000000,0.000000000,0.000000000,AERIAL
2.171000004,0.514219522,0.000000000,-0.000000000,0.000000000,AERIAL
2.171999931,0.512063503,0.000000000,0.000000000,0.000000000,AERIAL
2.173000097,0.509897709,0.000000000,-0.000000000,0.000000000,AERIAL
2.174000025,0.507722080,0.000000000,0.000000000,0.000000000,AERIAL
2.174999952,0.505536675,0.000000000,-0.000000000,0.000000000,AERIAL
2.176000118,0.503341496,0.000000000,0.000000000,0.000000000,AERIAL
2.177000046,0.501136482,0.000000000,-0.000000000,0.000000000,AERIAL
2.177999973,0.498921692,0.000000000,0.000000000,0.000000000,AERIAL
2.178999901,0.496697098,0.000000000,-0.000000000,0.000000000,AERIAL
2.180000067,0.494462699,0.000000000,0.000000000,0.000000000,AERIAL
2.180999994,0.492218494,0.000000000,-0.000000000,0.000000000,AERIAL
2.181999922,0.489964515,0.000000000,0.000000000,0.000000000,AERIAL
2.183000088,0.487700701,0.000000000,-0.000000000,0.000000000,AERIAL
2.184000015,0.485427111,0.000000000,0.000000000,0.000000000,AERIAL
2.184999943,0.483143717,0.000000000,-0.000000000,0.000000000,AERIAL
2.186000109,0.480850488,0.000000000,0.000000000,0.000000000,AERIAL
2.187000036,0.478547513,0.000000000,-0.000000000,0.000000000,AERIAL
2.187999964,0.476234704,0.000000000,0.000000000,0.000000000,AERIAL
2.188999891,0.473912090,0.000000000,-0.000000000,0.000000000,AERIAL
2.190000057,0.471579701,0.000000000,0.000000000,0.000000000,AERIAL
2.190999985,0.469237506,0.000000000,-0.000000000,0.000000000,AERIAL
2.191999912,0.466885507,0.000000000,0.000000000,0.000000000,AERIAL
2.193000078,0.464523703,0.000000000,-0.000000000,0.000000000,AERIAL
2.194000006,0.462152094,0.000000000,0.000000000,0.000000000,AERIAL
2.194999933,0.459770709,0.000000000,-0.000000000,0.000000000,AERIAL
2.196000099,0.457379490,0.000000000,0.000000000,0.000000000,AERIAL
2.197000027,0.454978496,0.000000000,-0.000000000,0.000000000,AERIAL
2.197999954,0.452567697,0.000000000,0.000000000,0.000000000,AERIAL
2.198999882,0.450147092,0.000000000,-0.000000000,0.000000000,AERIAL
2.200000048,0.447716713,0.000000000,0.000000000,0.000000000,AERIAL
2.200999975,0.445276499,0.000000000,-0.000000000,0.000000000,AERIAL
2.201999903,0.442826509,0.000000000,0.000000000,0.000000000,AERIAL
2.203000069,0.440366715,0.000000000,-0.000000000,0.000000000,AERIAL
2.203999996,0.437897116,0.000000000,0.000000000,0.000000000,AERIAL
2.204999924,0.435417712,0.000000000,-0.000000000,0.000000000,AERIAL
2.206000090,0.432928503,0.000000000,0.000000000,0.000000000,AERIAL
2.207000017,0.430429488,0.000000000,-0.000000000,0.000000000,AERIAL
2.207999945,0.427920699,0.000000000,0.000000000,0.000000000,AERIAL
2.209000111,0.425402105,0.000000000,-0.000000000,0.000000000,AERIAL
2.210000038,0.422873706,0.000000000,0.000000000,0.000000000,AERIAL
2.210999966,0.420335501,0.000000000,-0.000000000,0.000000000,AERIAL
2.211999893,0.417787492,0.000000000,0.000000000,0.000000000,AERIAL
2.213000059,0.415229708,0.000000000,-0.000000000,0.000000000,AERIAL
2.213999987,0.412662089,0.000000000,0.000000000,0.000000000,AERIAL
2.214999914,0.410084695,0.000000000,-0.000000000,0.000000000,AERIAL
2.216000080,0.407497495,0.000000000,0.000000000,0.000000000,AERIAL
2.217000008,0.404900491,0.000000000,-0.000000000,0.000000000,AERIAL
2.217999935,0.402293712,0.000000000,0.000000000,0.000000000,AERIAL
2.219000101,0.399677098,0.000000000,-0.000000000,0.000000000,AERIAL
2.220000029,0.397050709,0.000000000,0.000000000,0.000000000,AERIAL
2.220999956,0.394414514,0.000000000,-0.000000000,0.000000000,AERIAL
2.221999884,0.391768515,0.000000000,0.000000000,0.000000000,AERIAL
2.223000050,0.389112711,0.000000000,-0.000000000,0.000000000,AERIAL
2.223999977,0.386447102,0.000000000,0.000000000,0.000000000,AERIAL
2.224999905,0.383771688,0.000000000,-0.000000000,0.000000000,AERIAL
2.226000071,0.381086498,0.000000000,0.000000000,0.000000000,AERIAL
2.226999998,0.378391504,0.000000000,-0.000000000,0.000000000,AERIAL
2.227999926,0.375686705,0.000000000,0.000000000,0.000000000,AERIAL
2.229000092,0.372972101,0.000000000,-0.000000000,0.000000000,AERIAL
2.230000019,0.370247692,0.000000000,0.000000000,0.000000000,AERIAL
2.230999947,0.367513508,0.000000000,-0.000000000,0.000000000,AERIAL
2.232000113,0.364769489,0.000000000,0.000000000,0.000000000,AERIAL
2.233000040,0.362015694,0.000000000,-0.000000000,0.000000000,AERIAL
2.233999968,0.359252095,0.000000000,0.000000000,0.000000000,AERIAL
2.234999895,0.356478691,0.000000000,-0.000000000,0.000000000,AERIAL
2.236000061,0.353695512,0.000000000,0.000000000,0.000000000,AERIAL
2.236999989,0.350902498,0.000000000,-0.000000000,0.000000000,AERIAL
2.237999916,0.348099709,0.000000000,0.000000000,0.000000000,AERIAL
2.239000082,0.345287114,0.000000000,-0.000000000,0.000000000,AERIAL
2.240000010,0.342464715,0.000000000,0.000000000,0.000000000,AERIAL
2.240999937,0.339632511,0.000000000,-0.000000000,0.000000000,AERIAL
2.242000103,0.336790502,0.000000000,0.000000000,0.000000000,AERIAL
2.243000031,0.333938688,0.000000000,-0.000000000,0.000000000,AERIAL
2.243999958,0.331077099,0.000000000,0.000000000,0.000000000,AERIAL
2.244999886,0.328205705,0.000000000,-0.000000000,0.000000000,AERIAL
2.246000051,0.325324506,0.000000000,0.000000000,0.000000000,AERIAL
2.246999979,0.322433501,0.000000000,-0.000000000,0.000000000,AERIAL
2.247999907,0.319532692,0.000000000,0.000000000,0.000000000,AERIAL
2.249000072,0.316622108,0.000000000,-0.000000000,0.000000000,AERIAL
2.250000000,0.313701689,0.000000000,0.000000000,0.000000000,AERIAL
2.250999928,0.310771495,0.000000000,-0.000000000,0.000000000,AERIAL
2.252000093,0.307831496,0.000000000,0.000000000,0.000000000,AERIAL
2.253000021,0.304881692,0.000000000,-0.000000000,0.000000000,AERIAL
2.253999949,0.301922113,0.000000000,0.000000000,0.000000000,AERIAL
2.255000114,0.298952699,0.000000000,-0.000000000,0.000000000,AERIAL
2.256000042,0.295973510,0.000000000,0.000000000,0.000000000,AERIAL
2.256999969,0.292984515,0.000000000,-0.000000000,0.000000000,AERIAL
2.257999897,0.289985716,0.000000000,0.000000000,0.000000000,AERIAL
2.259000063,0.286977112,0.000000000,-0.000000000,0.000000000,AERIAL
2.259999990,0.283958703,0.000000000,0.000000000,0.000000000,AERIAL
2.260999918,0.280930489,0.000000000,-0.000000000,0.000000000,AERIAL
2.262000084,0.277892500,0.000000000,0.000000000,0.000000000,AERIAL
2.263000011,0.274844706,0.000000000,-0.000000000,0.000000000,AERIAL
2.263999939,0.271787107,0.000000000,0.000000000,0.000000000,AERIAL
2.265000105,0.268719703,0.000000000,-0.000000000,0.000000000,AERIAL
2.266000032,0.265642494,0.000000000,0.000000000,0.000000000,AERIAL
2.266999960,0.262555510,0.000000000,-0.000000000,0.000000000,AERIAL
2.267999887,0.259458691,0.000000000,0.000000000,0.000000000,AERIAL
2.269000053,0.256352097,0.000000000,-0.000000000,0.000000000,AERIAL
2.269999981,0.253235698,0.000000000,0.000000000,0.000000000,AERIAL
2.270999908,0.250109494,0.000000000,-0.000000000,0.000000000,AERIAL
2.272000074,0.246973500,0.000000000,0.000000000,0.000000000,AERIAL
2.273000002,0.243827701,0.000000000,-0.000000000,0.000000000,AERIAL
2.273999929,0.240672097,0.000000000,0.000000000,0.000000000,AERIAL
2.275000095,0.237506703,0.000000000,-0.000000000,0.000000000,AERIAL
2.276000023,0.234331504,0.000000000,0.000000000,0.000000000,AERIAL
2.276999950,0.231146500,0.000000000,-0.000000000,0.000000000,AERIAL
2.278000116,0.227951705,0.000000000,0.000000000,0.000000000,AERIAL
2.279000044,0.224747106,0.000000000,-0.000000000,0.000000000,AERIAL
2.279999971,0.221532702,0.000000000,0.000000000,0.000000000,AERIAL
2.280999899,0.218308508,0.000000000,-0.000000000,0.000000000,AERIAL
2.282000065,0.215074509,0.000000000,0.000000000,0.000000000,AERIAL
2.282999992,0.211830705,0.000000000,-0.000000000,0.000000000,AERIAL
2.283999920,0.208577096,0.000000000,0.000000000,0.000000000,AERIAL
2.285000086,0.205313697,0.000000000,-0.000000000,0.000000000,AERIAL
2.286000013,0.202040508,0.000000000,0.000000000,0.000000000,AERIAL
2.286999941,0.198757499,0.000000000,-0.000000000,0.000000000,AERIAL
2.288000107,0.195464700,0.000000000,0.000000000,0.000000000,AERIAL
2.289000034,0.192162097,0.000000000,-0.000000000,0.000000000,AERIAL
2.289999962,0.188849702,0.000000000,0.000000000,0.000000000,AERIAL
2.290999889,0.185527503,0.000000000,-0.000000000,0.000000000,AERIAL
2.292000055,0.182195500,0.000000000,0.000000000,0.000000000,AERIAL
2.292999983,0.178853706,0.000000000,-0.000000000,0.000000000,AERIAL
2.293999910,0.175502107,0.000000000,0.000000000,0.000000000,AERIAL
2.295000076,0.172140703,0.000000000,-0.000000000,0.000000000,AERIAL
2.296000004,0.168769509,0.000000000,0.000000000,0.000000000,AERIAL
2.296999931,0.165388510,0.000000000,-0.000000000,0.000000000,AERIAL
2.298000097,0.161997706,0.000000000,0.000000000,0.000000000,AERIAL
2.299000025,0.158597097,0.000000000,-0.000000000,0.000000000,AERIAL
2.299999952,0.155186698,0.000000000,0.000000000,0.000000000,AERIAL
2.301000118,0.151766509,0.000000000,-0.000000000,0.000000000,AERIAL
2.302000046,0.148336500,0.000000000,0.000000000,0.000000000,AERIAL
2.302999973,0.144896701,0.000000000,-0.000000000,0.000000000,AERIAL
2.303999901,0.141447097,0.000000000,0.000000000,0.000000000,AERIAL
2.305000067,0.137987703,0.000000000,-0.000000000,0.000000000,AERIAL
2.305999994,0.134518504,0.000000000,0.000000000,0.000000000,AERIAL
2.306999922,0.131039500,0.000000000,-0.000000000,0.000000000,AERIAL
2.308000088,0.127550706,0.000000000,0.000000000,0.000000000,AERIAL
2.309000015,0.124052100,0.000000000,-0.000000000,0.000000000,AERIAL
2.309999943,0.120543703,0.000000000,0.000000000,0.000000000,AERIAL
2.311000109,0.117025502,0.000000000,-0.000000000,0.000000000,AERIAL
2.312000036,0.113497503,0.000000000,0.000000000,0.000000000,AERIAL
2.312999964,0.109959699,0.000000000,-0.000000000,0.000000000,AERIAL
2.313999891,0.106412105,0.000000000,0.000000000,0.000000000,AERIAL
2.315000057,0.102854699,0.000000000,-0.000000000,0.000000000,AERIAL
2.315999985,0.099287502,0.000000000,0.000000000,0.000000000,AERIAL
2.316999912,0.095710501,0.000000000,-0.000000000,0.000000000,AERIAL
2.318000078,0.092123702,0.000000000,0.000000000,0.000000000,AERIAL
2.319000006,0.088527106,0.000000000,-0.000000000,0.000000000,AERIAL
2.319999933,0.084920704,0.000000000,0.000000000,0.000000000,AERIAL
2.321000099,0.081304505,0.000000000,-0.000000000,0.000000000,AERIAL
2.322000027,0.077678502,0.000000000,0.000000000,0.000000000,AERIAL
2.322999954,0.074042700,0.000000000,-0.000000000,0.000000000,AERIAL
2.323999882,0.070397101,0.000000000,0.000000000,0.000000000,AERIAL
2.325000048,0.066741705,0.000000000,-0.000000000,0.000000000,AERIAL
2.325999975,0.063076504,0.000000000,0.000000000,0.000000000,AERIAL
2.326999903,0.059401501,0.000000000,-0.000000000,0.000000000,AERIAL
2.328000069,0.055716701,0.000000000,0.000000000,0.000000000,AERIAL
2.328999996,0.052022103,0.000000000,-0.000000000,0.000000000,AERIAL
2.329999924,0.048317701,0.000000000,0.000000000,0.000000000,AERIAL
2.331000090,0.044603501,0.000000000,-0.000000000,0.000000000,AERIAL
2.332000017,0.040879503,0.000000000,0.000000000,0.000000000,AERIAL
2.332999945,0.037145704,0.000000000,-0.000000000,0.000000000,AERIAL
2.334000111,0.033402104,0.000000000,0.000000000,0.000000000,AERIAL
